time_sec,host_write_MB,cache_write_MB,backend_write_MB,host_delta_MB,cache_delta_MB,backend_delta_MB,nvme_host_written_MB,nvme_media_written_MB,nvme_host_delta_MB,nvme_media_delta_MB,valid_blocks,write_hit_count,gc_victim_blocks,evict_victim_blocks,l2p_write_MB,md_write_MB,l2p_delta_MB,md_delta_MB
18446744066057.30,498542.74,491.00,0.00,2453.48,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,65023058,0,0,0,156558.07,1792343.25,773.06,0.00
18446744066059.30,501029.08,493.00,0.00,2486.34,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,65296627,0,0,0,157347.64,1792343.25,789.57,0.00
18446744066061.30,503455.10,496.00,0.00,2426.02,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,65562117,0,0,0,158117.43,1792343.25,769.80,0.00
18446744066063.30,505945.28,498.00,0.00,2490.18,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,65834157,0,0,0,158903.04,1792343.25,785.61,0.00
18446744066065.30,508430.67,501.00,0.00,2485.39,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,66104808,0,0,0,159682.97,1792343.25,779.93,0.00
18446744066067.30,510911.84,503.00,0.00,2481.16,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,66376656,0,0,0,160470.73,1792343.25,787.76,0.00
18446744066069.30,513401.66,506.00,0.00,2489.83,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,66648134,0,0,0,161255.22,1792343.25,784.49,0.00
18446744066071.30,515867.08,508.00,0.00,2465.42,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,66916721,0,0,0,162030.42,1792343.25,775.20,0.00
18446744066073.30,518361.61,511.00,0.00,2494.53,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,67188040,0,0,0,162826.69,1792343.25,796.27,0.00
18446744066075.30,520824.00,513.00,0.00,2462.39,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,67455931,0,0,0,163603.66,1792343.25,776.97,0.00
18446744066077.30,523265.52,515.00,0.00,2441.51,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,67720778,0,0,0,164368.22,1792343.25,764.56,0.00
18446744066079.30,525763.32,518.00,0.00,2497.80,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,67992611,0,0,0,165158.36,1792343.25,790.14,0.00
18446744066081.30,528252.84,520.00,0.00,2489.52,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,68261870,0,0,0,165945.48,1792343.25,787.12,0.00
18446744066083.30,530742.03,523.00,0.00,2489.19,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,68531500,0,0,0,166734.33,1792343.25,788.86,0.00
18446744066085.30,533220.76,525.00,0.00,2478.73,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,68797308,0,0,0,167514.44,1792343.25,780.11,0.00
18446744066087.30,535686.38,528.00,0.00,2465.62,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,69063018,0,0,0,168293.71,1792343.25,779.27,0.00
18446744066089.30,538187.36,530.00,0.00,2500.98,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,69332436,0,0,0,169082.41,1792343.25,788.70,0.00
18446744066091.30,540653.65,533.00,0.00,2466.29,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,69599751,0,0,0,169860.13,1792343.25,777.72,0.00
18446744066093.30,543049.08,535.00,0.00,2395.43,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,69858581,0,0,0,170618.08,1792343.25,757.95,0.00
18446744066095.30,545518.60,537.00,0.00,2469.52,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,70123605,0,0,0,171392.84,1792343.25,774.76,0.00
18446744066097.30,548012.39,540.00,0.00,2493.80,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,70390751,0,0,0,172177.09,1792343.25,784.24,0.00
18446744066099.30,550461.95,542.00,0.00,2449.56,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,70653526,0,0,0,172957.92,1792343.25,780.83,0.00
18446744066101.30,552900.23,545.00,0.00,2438.27,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,70914035,0,0,0,173725.92,1792343.25,768.00,0.00
18446744066103.30,555393.50,547.00,0.00,2493.28,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,71180893,0,0,0,174515.92,1792343.25,790.00,0.00
18446744066105.30,557885.36,550.00,0.00,2491.86,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,71449299,0,0,0,175304.57,1792343.25,788.65,0.00
18446744066107.30,560342.10,552.00,0.00,2456.74,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,71711870,0,0,0,176084.02,1792343.25,779.45,0.00
18446744066109.30,562824.09,554.00,0.00,2482.00,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,71976972,0,0,0,176867.70,1792343.25,783.68,0.00
18446744066111.30,565292.26,557.00,0.00,2468.17,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,72242085,0,0,0,177650.94,1792343.25,783.24,0.00
18446744066113.30,567799.22,559.00,0.00,2506.96,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,72509758,0,0,0,178434.20,1792343.25,783.25,0.00
18446744066115.30,570266.27,562.00,0.00,2467.04,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,72771316,0,0,0,179221.60,1792343.25,787.41,0.00
18446744066117.30,572729.60,564.00,0.00,2463.33,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,73032402,0,0,0,179979.70,1792343.25,758.10,0.00
18446744066119.30,575194.91,567.00,0.00,2465.31,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,73295656,0,0,0,180773.71,1792343.25,794.01,0.00
18446744066121.30,577654.40,569.00,0.00,2459.49,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,73555991,0,0,0,181556.27,1792343.25,782.56,0.00
18446744066123.30,580116.55,571.00,0.00,2462.16,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,73816376,0,0,0,182330.01,1792343.25,773.74,0.00
18446744066125.30,582572.06,574.00,0.00,2455.50,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,74077937,0,0,0,183111.85,1792343.25,781.84,0.00
18446744066127.30,585052.02,576.00,0.00,2479.96,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,74339964,0,0,0,183891.37,1792343.25,779.52,0.00
18446744066129.30,587536.66,579.00,0.00,2484.64,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,74600945,0,0,0,184673.32,1792343.25,781.95,0.00
18446744066131.30,590002.81,581.00,0.00,2466.15,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,74862316,0,0,0,185460.09,1792343.25,786.77,0.00
18446744066133.30,592505.45,584.00,0.00,2502.63,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,75127560,0,0,0,186250.07,1792343.25,789.98,0.00
18446744066135.30,595003.47,586.00,0.00,2498.02,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,75389711,0,0,0,187032.64,1792343.25,782.57,0.00
18446744066137.30,597513.31,589.00,0.00,2509.84,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,75653968,0,0,0,187826.75,1792343.25,794.11,0.00
18446744066139.30,599997.89,591.00,0.00,2484.58,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,75914611,0,0,0,188606.54,1792343.25,779.79,0.00
18446744066141.30,602525.10,594.00,0.00,2527.21,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,76182442,0,0,0,189381.69,1792343.25,775.15,0.00
18446744066143.30,605026.34,596.00,0.00,2501.24,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,76444831,0,0,0,190185.23,1792343.25,803.54,0.00
18446744066145.30,607513.19,598.00,0.00,2486.85,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,76705508,0,0,0,190982.92,1792343.25,797.70,0.00
18446744066147.30,609957.82,601.00,0.00,2444.62,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,76959929,0,0,0,191755.23,1792343.25,772.31,0.00
18446744066149.30,612430.36,603.00,0.00,2472.54,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,77219092,0,0,0,192541.44,1792343.25,786.20,0.00
18446744066151.30,614917.84,606.00,0.00,2487.48,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,77478854,0,0,0,193327.48,1792343.25,786.04,0.00
18446744066153.30,617401.33,608.00,0.00,2483.49,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,77738720,0,0,0,194114.40,1792343.25,786.92,0.00
18446744066155.30,619860.63,611.00,0.00,2459.30,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,77995718,0,0,0,194887.89,1792343.25,773.50,0.00
18446744066157.30,622337.58,613.00,0.00,2476.95,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,78254564,0,0,0,195678.50,1792343.25,790.61,0.00
18446744066159.30,624798.35,616.00,0.00,2460.77,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,78510931,0,0,0,196458.01,1792343.25,779.51,0.00
18446744066161.30,627262.96,618.00,0.00,2464.61,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,78766530,0,0,0,197231.19,1792343.25,773.18,0.00
18446744066163.30,629727.89,620.00,0.00,2464.93,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,79022932,0,0,0,198013.06,1792343.25,781.87,0.00
18446744066165.30,632211.82,623.00,0.00,2483.93,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,79280935,0,0,0,198804.89,1792343.25,791.84,0.00
18446744066167.30,634642.36,625.00,0.00,2430.54,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,79533422,0,0,0,199574.98,1792343.25,770.08,0.00
18446744066169.30,637119.70,628.00,0.00,2477.34,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,79789313,0,0,0,200350.74,1792343.25,775.76,0.00
18446744066171.30,639596.17,630.00,0.00,2476.47,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,80045615,0,0,0,201122.25,1792343.25,771.52,0.00
18446744066173.30,642067.40,633.00,0.00,2471.23,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,80302932,0,0,0,201922.66,1792343.25,800.41,0.00
18446744066175.30,644539.46,635.00,0.00,2472.05,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,80559863,0,0,0,202697.89,1792343.25,775.22,0.00
18446744066177.30,646996.14,637.00,0.00,2456.69,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,80813296,0,0,0,203476.54,1792343.25,778.65,0.00
18446744066179.30,649452.06,640.00,0.00,2455.92,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,81065741,0,0,0,204256.89,1792343.25,780.36,0.00
18446744066181.30,651924.58,642.00,0.00,2472.52,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,81320177,0,0,0,205037.05,1792343.25,780.15,0.00
18446744066183.30,654411.47,645.00,0.00,2486.89,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,81576397,0,0,0,205826.38,1792343.25,789.33,0.00
18446744066185.30,656923.63,647.00,0.00,2512.16,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,81835470,0,0,0,206609.73,1792343.25,783.36,0.00
18446744066187.30,659374.50,650.00,0.00,2450.86,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,82088952,0,0,0,207395.59,1792343.25,785.86,0.00
18446744066189.30,661835.39,652.00,0.00,2460.90,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,82341632,0,0,0,208167.89,1792343.25,772.30,0.00
18446744066191.30,664302.93,654.00,0.00,2467.54,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,82594339,0,0,0,208953.84,1792343.25,785.95,0.00
18446744066193.30,666783.87,657.00,0.00,2480.93,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,82849866,0,0,0,209733.68,1792343.25,779.84,0.00
18446744066195.30,669268.52,659.00,0.00,2484.66,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,83104479,0,0,0,210525.59,1792343.25,791.91,0.00
18446744066197.30,671761.95,662.00,0.00,2493.42,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,83359095,0,0,0,211309.97,1792343.25,784.38,0.00
18446744066199.30,674225.59,664.00,0.00,2463.65,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,83610643,0,0,0,212076.05,1792343.25,766.08,0.00
18446744066201.30,676702.45,667.00,0.00,2476.86,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,83863746,0,0,0,212872.20,1792343.25,796.16,0.00
18446744066203.30,679184.96,669.00,0.00,2482.51,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,84118218,0,0,0,213662.02,1792343.25,789.81,0.00
18446744066205.30,681642.08,672.00,0.00,2457.11,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,84367804,0,0,0,214438.08,1792343.25,776.07,0.00
18446744066207.30,684095.05,674.00,0.00,2452.98,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,84618319,0,0,0,215211.36,1792343.25,773.28,0.00
18446744066209.30,686561.96,676.00,0.00,2466.90,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,84868799,0,0,0,215983.52,1792343.25,772.16,0.00
18446744066211.30,689053.93,679.00,0.00,2491.97,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,85121939,0,0,0,216769.45,1792343.25,785.93,0.00
18446744066213.30,691527.50,681.00,0.00,2473.58,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,85373221,0,0,0,217555.61,1792343.25,786.16,0.00
18446744066215.30,693999.00,684.00,0.00,2471.49,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,85623795,0,0,0,218335.38,1792343.25,779.77,0.00
18446744066217.30,696485.15,686.00,0.00,2486.16,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,85875208,0,0,0,219113.65,1792343.25,778.28,0.00
18446744066219.30,698966.62,689.00,0.00,2481.47,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,86128622,0,0,0,219911.30,1792343.25,797.65,0.00
18446744066221.30,701426.07,691.00,0.00,2459.45,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,86376526,0,0,0,220690.02,1792343.25,778.72,0.00
18446744066223.30,703883.47,693.00,0.00,2457.40,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,86625687,0,0,0,221469.45,1792343.25,779.43,0.00
18446744066225.30,706352.84,696.00,0.00,2469.37,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,86874434,0,0,0,222244.68,1792343.25,775.23,0.00
18446744066227.30,708826.34,698.00,0.00,2473.50,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,87121148,0,0,0,223031.66,1792343.25,786.98,0.00
18446744066229.30,711314.51,701.00,0.00,2488.17,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,87372594,0,0,0,223817.12,1792343.25,785.46,0.00
18446744066231.30,713800.09,703.00,0.00,2485.58,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,87622486,0,0,0,224606.25,1792343.25,789.13,0.00
18446744066233.30,716280.63,706.00,0.00,2480.54,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,87873281,0,0,0,225387.56,1792343.25,781.30,0.00
18446744066235.30,718774.02,708.00,0.00,2493.39,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,88123421,0,0,0,226176.27,1792343.25,788.71,0.00
18446744066237.30,721225.97,711.00,0.00,2451.95,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,88369586,0,0,0,226956.95,1792343.25,780.67,0.00
18446744066239.30,723680.38,713.00,0.00,2454.41,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,88616189,0,0,0,227730.06,1792343.25,773.11,0.00
18446744066241.30,726160.61,715.00,0.00,2480.23,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,88865649,0,0,0,228515.80,1792343.25,785.74,0.00
18446744066243.30,728633.06,718.00,0.00,2472.45,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,89111878,0,0,0,229296.13,1792343.25,780.34,0.00
18446744066245.30,731090.47,720.00,0.00,2457.41,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,89357348,0,0,0,230071.53,1792343.25,775.40,0.00
18446744066247.30,733521.57,723.00,0.00,2431.10,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,89600775,0,0,0,230842.61,1792343.25,771.07,0.00
18446744066249.30,736002.11,725.00,0.00,2480.54,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,89847220,0,0,0,231626.29,1792343.25,783.68,0.00
18446744066251.30,738458.26,728.00,0.00,2456.14,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,90092989,0,0,0,232408.21,1792343.25,781.92,0.00
18446744066253.30,740933.38,730.00,0.00,2475.12,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,90339933,0,0,0,233187.95,1792343.25,779.74,0.00
18446744066255.30,743403.59,732.00,0.00,2470.21,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,90584964,0,0,0,233970.47,1792343.25,782.52,0.00
18446744066257.30,745872.03,735.00,0.00,2468.43,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,90831333,0,0,0,234746.30,1792343.25,775.83,0.00
18446744066259.30,748336.39,737.00,0.00,2464.36,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,91076262,0,0,0,235532.57,1792343.25,786.28,0.00
18446744066261.30,750806.87,740.00,0.00,2470.48,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,91320311,0,0,0,236308.51,1792343.25,775.94,0.00
18446744066263.30,753272.21,742.00,0.00,2465.34,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,91564084,0,0,0,237089.58,1792343.25,781.07,0.00
18446744066265.30,755757.69,745.00,0.00,2485.48,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,91809854,0,0,0,237870.14,1792343.25,780.57,0.00
18446744066267.30,758220.62,747.00,0.00,2462.93,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,92054177,0,0,0,238649.66,1792343.25,779.52,0.00
18446744066269.30,760657.07,749.00,0.00,2436.44,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,92294739,0,0,0,239415.50,1792343.25,765.83,0.00
18446744066271.30,763145.12,752.00,0.00,2488.05,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,92540662,0,0,0,240208.75,1792343.25,793.25,0.00
18446744066273.30,765609.80,754.00,0.00,2464.68,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,92783867,0,0,0,240981.93,1792343.25,773.18,0.00
18446744066275.30,768071.97,757.00,0.00,2462.16,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,93027642,0,0,0,241768.41,1792343.25,786.48,0.00
18446744066277.30,770538.19,759.00,0.00,2466.22,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,93271299,0,0,0,242549.79,1792343.25,781.38,0.00
18446744066279.30,772986.11,762.00,0.00,2447.92,3.00,0.00,5653438764.62,8632222817.69,0.00,0.00,93511844,0,0,0,243325.09,1792343.25,775.30,0.00
18446744066281.30,775448.57,764.00,0.00,2462.46,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,93754501,0,0,0,244097.38,1792343.25,772.29,0.00
18446744066283.30,777844.30,766.00,0.00,2395.73,2.00,0.00,5653438764.62,8632222817.69,0.00,0.00,93991008,0,0,0,244862.07,1792343.25,764.70,0.00
18446744066285.30,780298.66,769.00,0.00,2454.36,3.00,0.00,5654409622.20,8633224992.08,970857.57,1002174.39,94233142,0,0,0,245639.47,1792343.25,777.40,0.00
18446744066287.30,782742.14,771.00,0.00,2443.48,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,94472504,0,0,0,246413.11,1792343.25,773.64,0.00
18446744066289.30,785183.53,774.00,0.00,2441.39,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,94711069,0,0,0,247183.29,1792343.25,770.18,0.00
18446744066291.30,787624.36,776.00,0.00,2440.83,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,94951056,0,0,0,247951.07,1792343.25,767.79,0.00
18446744066293.30,790098.36,779.00,0.00,2474.00,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,95194198,0,0,0,248734.98,1792343.25,783.90,0.00
18446744066295.30,792541.72,781.00,0.00,2443.37,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,95433047,0,0,0,249510.36,1792343.25,775.38,0.00
18446744066297.30,794995.22,783.00,0.00,2453.50,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,95671805,0,0,0,250285.89,1792343.25,775.53,0.00
18446744066299.30,797425.75,786.00,0.00,2430.52,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,95907053,0,0,0,251052.34,1792343.25,766.45,0.00
18446744066301.30,799889.93,788.00,0.00,2464.18,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,96147270,0,0,0,251825.53,1792343.25,773.18,0.00
18446744066303.30,802368.87,791.00,0.00,2478.95,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,96388700,0,0,0,252612.80,1792343.25,787.27,0.00
18446744066305.30,804836.92,793.00,0.00,2468.05,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,96629005,0,0,0,253390.02,1792343.25,777.22,0.00
18446744066307.30,807275.58,795.00,0.00,2438.66,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,96868125,0,0,0,254151.85,1792343.25,761.83,0.00
18446744066309.30,809763.17,798.00,0.00,2487.59,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,97108948,0,0,0,254949.32,1792343.25,797.46,0.00
18446744066311.30,812197.47,800.00,0.00,2434.30,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,97347032,0,0,0,255720.63,1792343.25,771.32,0.00
18446744066313.30,814654.88,803.00,0.00,2457.41,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,97585398,0,0,0,256500.64,1792343.25,780.01,0.00
18446744066315.30,817105.09,805.00,0.00,2450.21,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,97823172,0,0,0,257274.46,1792343.25,773.81,0.00
18446744066317.30,819473.28,807.00,0.00,2368.19,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,98052013,0,0,0,258019.86,1792343.25,745.41,0.00
18446744066319.30,821880.93,810.00,0.00,2407.65,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,98286209,0,0,0,258782.34,1792343.25,762.48,0.00
18446744066321.30,824267.51,812.00,0.00,2386.58,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,98515725,0,0,0,259534.45,1792343.25,752.11,0.00
18446744066323.30,826680.92,815.00,0.00,2413.41,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,98747588,0,0,0,260295.58,1792343.25,761.14,0.00
18446744066325.30,829083.59,817.00,0.00,2402.68,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,98982202,0,0,0,261054.98,1792343.25,759.40,0.00
18446744066327.30,831500.13,819.00,0.00,2416.54,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,99215023,0,0,0,261822.68,1792343.25,767.70,0.00
18446744066329.30,833904.65,822.00,0.00,2404.52,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,99446793,0,0,0,262579.04,1792343.25,756.36,0.00
18446744066331.30,836324.25,824.00,0.00,2419.59,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,99679142,0,0,0,263349.68,1792343.25,770.63,0.00
18446744066333.30,838726.04,826.00,0.00,2401.80,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,99912093,0,0,0,264111.17,1792343.25,761.50,0.00
18446744066335.30,841143.12,829.00,0.00,2417.08,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,100144693,0,0,0,264876.43,1792343.25,765.25,0.00
18446744066337.30,843547.88,831.00,0.00,2404.75,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,100376115,0,0,0,265635.22,1792343.25,758.79,0.00
18446744066339.30,845947.68,834.00,0.00,2399.80,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,100606148,0,0,0,266394.59,1792343.25,759.38,0.00
18446744066341.30,848365.40,836.00,0.00,2417.72,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,100839749,0,0,0,267162.59,1792343.25,767.99,0.00
18446744066343.30,850755.64,838.00,0.00,2390.24,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,101070435,0,0,0,267921.27,1792343.25,758.68,0.00
18446744066345.30,853155.08,841.00,0.00,2399.44,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,101300682,0,0,0,268673.38,1792343.25,752.11,0.00
18446744066347.30,855533.40,843.00,0.00,2378.32,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,101528025,0,0,0,269424.20,1792343.25,750.82,0.00
18446744066349.30,857911.61,845.00,0.00,2378.21,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,101755678,0,0,0,270185.76,1792343.25,761.57,0.00
18446744066351.30,860314.05,848.00,0.00,2402.45,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,101984681,0,0,0,270943.20,1792343.25,757.44,0.00
18446744066353.30,862714.25,850.00,0.00,2400.20,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,102212626,0,0,0,271704.45,1792343.25,761.25,0.00
18446744066355.30,865152.42,853.00,0.00,2438.17,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,102444859,0,0,0,272473.12,1792343.25,768.66,0.00
18446744066357.30,867560.01,855.00,0.00,2407.59,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,102672268,0,0,0,273230.96,1792343.25,757.85,0.00
18446744066359.30,869966.88,857.00,0.00,2406.87,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,102901058,0,0,0,273995.34,1792343.25,764.38,0.00
18446744066361.30,872345.04,860.00,0.00,2378.16,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,103128062,0,0,0,274748.37,1792343.25,753.02,0.00
18446744066363.30,874760.39,862.00,0.00,2415.35,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,103357626,0,0,0,275512.18,1792343.25,763.81,0.00
18446744066365.30,877177.62,864.00,0.00,2417.23,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,103587988,0,0,0,276276.09,1792343.25,763.91,0.00
18446744066367.30,879590.61,867.00,0.00,2412.99,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,103816618,0,0,0,277035.63,1792343.25,759.55,0.00
18446744066369.30,881950.25,869.00,0.00,2359.64,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,104038679,0,0,0,277781.59,1792343.25,745.96,0.00
18446744066371.30,884429.98,872.00,0.00,2479.72,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,104273097,0,0,0,278565.62,1792343.25,784.04,0.00
18446744066373.30,886837.95,874.00,0.00,2407.98,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,104502086,0,0,0,279324.66,1792343.25,759.04,0.00
18446744066375.30,889274.50,876.00,0.00,2436.54,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,104734053,0,0,0,280094.38,1792343.25,769.72,0.00
18446744066377.30,891695.27,879.00,0.00,2420.78,3.00,0.00,5654409622.20,8633224992.08,0.00,0.00,104962019,0,0,0,280867.09,1792343.25,772.71,0.00
18446744066379.30,894127.69,881.00,0.00,2432.42,2.00,0.00,5654409622.20,8633224992.08,0.00,0.00,105190791,0,0,0,281635.92,1792343.25,768.84,0.00
