timestamp,type,class,valid_blocks,total_blocks,valid_ratio
439591244,gc_victim_age_dist,1,861882,1572864,0.547970
440735246,gc_victim_age_dist,0,16240,1572864,0.010325
440753355,gc_victim_age_dist,0,11135,1572864,0.007079
441193931,gc_victim_age_dist,0,18018,1572864,0.011456
442829561,gc_victim_age_dist,0,23760,1572864,0.015106
442848426,gc_victim_age_dist,0,18440,1572864,0.011724
444435679,gc_victim_age_dist,0,23889,1572864,0.015188
446060114,gc_victim_age_dist,0,17340,1572864,0.011024
447851390,gc_victim_age_dist,0,7630,1572864,0.004851
449510827,gc_victim_age_dist,0,10465,1572864,0.006653
451107607,gc_victim_age_dist,0,16115,1572864,0.010246
452685766,gc_victim_age_dist,0,23944,1572864,0.015223
454266317,gc_victim_age_dist,0,18540,1572864,0.011787
455847404,gc_victim_age_dist,0,24773,1572864,0.015750
457433207,gc_victim_age_dist,0,20971,1572864,0.013333
459030979,gc_victim_age_dist,0,26666,1572864,0.016954
460643631,gc_victim_age_dist,0,18130,1572864,0.011527
462261924,gc_victim_age_dist,0,12447,1572864,0.007914
463870225,gc_victim_age_dist,0,12998,1572864,0.008264
465480359,gc_victim_age_dist,0,13220,1572864,0.008405
467101540,gc_victim_age_dist,0,17312,1572864,0.011007
467152969,gc_victim_age_dist,0,17312,1572864,0.011007
468922217,gc_victim_age_dist,0,24759,1572864,0.015741
470606628,gc_victim_age_dist,0,11310,1572864,0.007191
472245137,gc_victim_age_dist,0,29153,1572864,0.018535
473837632,gc_victim_age_dist,0,23930,1572864,0.015214
475421898,gc_victim_age_dist,0,16104,1572864,0.010239
477020168,gc_victim_age_dist,0,22502,1572864,0.014306
478620386,gc_victim_age_dist,0,10885,1572864,0.006920
480209264,gc_victim_age_dist,0,29166,1572864,0.018543
481852220,gc_victim_age_dist,0,28155,1572864,0.017900
483474813,gc_victim_age_dist,0,16490,1572864,0.010484
485095311,gc_victim_age_dist,0,31650,1572864,0.020123
486869497,gc_victim_age_dist,0,16472,1572864,0.010473
488584878,gc_victim_age_dist,0,29985,1572864,0.019064
490241929,gc_victim_age_dist,0,22896,1572864,0.014557
491955202,gc_victim_age_dist,0,14950,1572864,0.009505
493691352,gc_victim_age_dist,0,18416,1572864,0.011709
495341224,gc_victim_age_dist,0,34155,1572864,0.021715
496955701,gc_victim_age_dist,0,12430,1572864,0.007903
497986126,gc_victim_age_dist,0,24108,1572864,0.015327
498609969,gc_victim_age_dist,0,35357,1572864,0.022479
500202885,gc_victim_age_dist,0,33428,1572864,0.021253
501831660,gc_victim_age_dist,0,35397,1572864,0.022505
503501235,gc_victim_age_dist,0,22917,1572864,0.014570
505165428,gc_victim_age_dist,0,32933,1572864,0.020938
506813096,gc_victim_age_dist,0,20900,1572864,0.013288
508457589,gc_victim_age_dist,0,34280,1572864,0.021795
510082720,gc_victim_age_dist,0,27550,1572864,0.017516
511776126,gc_victim_age_dist,0,27000,1572864,0.017166
513382451,gc_victim_age_dist,0,38200,1572864,0.024287
514999683,gc_victim_age_dist,0,34833,1572864,0.022146
516600127,gc_victim_age_dist,0,28388,1572864,0.018049
518206234,gc_victim_age_dist,0,23105,1572864,0.014690
519791690,gc_victim_age_dist,0,18010,1572864,0.011450
521388044,gc_victim_age_dist,0,29850,1572864,0.018978
522989585,gc_victim_age_dist,0,29230,1572864,0.018584
524592538,gc_victim_age_dist,0,31856,1572864,0.020253
526253117,gc_victim_age_dist,0,45810,1572864,0.029125
527994928,gc_victim_age_dist,0,52536,1572864,0.033401
529732643,gc_victim_age_dist,0,15430,1572864,0.009810
531374058,gc_victim_age_dist,0,30013,1572864,0.019082
532974747,gc_victim_age_dist,0,44462,1572864,0.028268
534614124,gc_victim_age_dist,0,27653,1572864,0.017581
536235496,gc_victim_age_dist,0,32622,1572864,0.020741
537837890,gc_victim_age_dist,0,42210,1572864,0.026836
539484808,gc_victim_age_dist,0,35015,1572864,0.022262
539548879,gc_victim_age_dist,0,41942,1572864,0.026666
541161850,gc_victim_age_dist,0,64825,1572864,0.041215
542786653,gc_victim_age_dist,0,12155,1572864,0.007728
542796495,gc_victim_age_dist,0,12035,1572864,0.007652
544464367,gc_victim_age_dist,0,61509,1572864,0.039106
546089498,gc_victim_age_dist,0,69107,1572864,0.043937
547695815,gc_victim_age_dist,0,23530,1572864,0.014960
549331433,gc_victim_age_dist,0,21610,1572864,0.013739
550975887,gc_victim_age_dist,0,28280,1572864,0.017980
552666525,gc_victim_age_dist,0,64463,1572864,0.040984
554301203,gc_victim_age_dist,0,56250,1572864,0.035763
555970095,gc_victim_age_dist,0,11800,1572864,0.007502
557623368,gc_victim_age_dist,0,16580,1572864,0.010541
559277181,gc_victim_age_dist,0,21593,1572864,0.013728
560900435,gc_victim_age_dist,0,33440,1572864,0.021261
562589099,gc_victim_age_dist,0,30510,1572864,0.019398
564235506,gc_victim_age_dist,0,19053,1572864,0.012114
565903667,gc_victim_age_dist,0,18747,1572864,0.011919
567508829,gc_victim_age_dist,0,61424,1572864,0.039052
569121306,gc_victim_age_dist,0,37575,1572864,0.023890
569148027,gc_victim_age_dist,0,27965,1572864,0.017780
570721500,gc_victim_age_dist,0,74186,1572864,0.047166
572392892,gc_victim_age_dist,0,39812,1572864,0.025312
574000744,gc_victim_age_dist,0,27059,1572864,0.017204
575463872,gc_victim_age_dist,0,40870,1572864,0.025984
575670307,gc_victim_age_dist,0,78571,1572864,0.049954
577344939,gc_victim_age_dist,0,45427,1572864,0.028882
579008324,gc_victim_age_dist,0,38590,1572864,0.024535
580661330,gc_victim_age_dist,0,31160,1572864,0.019811
582479736,gc_victim_age_dist,0,37170,1572864,0.023632
584094756,gc_victim_age_dist,0,11460,1572864,0.007286
585715037,gc_victim_age_dist,0,71380,1572864,0.045382
587412074,gc_victim_age_dist,0,60037,1572864,0.038170
589019869,gc_victim_age_dist,0,88520,1572864,0.056280
590608733,gc_victim_age_dist,0,82652,1572864,0.052549
592201359,gc_victim_age_dist,0,28780,1572864,0.018298
593794110,gc_victim_age_dist,0,54000,1572864,0.034332
595390420,gc_victim_age_dist,0,48280,1572864,0.030696
597000691,gc_victim_age_dist,0,47000,1572864,0.029882
598648680,gc_victim_age_dist,0,44675,1572864,0.028404
600293172,gc_victim_age_dist,0,40828,1572864,0.025958
602273284,gc_victim_age_dist,0,29410,1572864,0.018698
602555955,gc_victim_age_dist,0,66630,1572864,0.042362
604335733,gc_victim_age_dist,0,28727,1572864,0.018264
605998170,gc_victim_age_dist,0,37147,1572864,0.023617
607658594,gc_victim_age_dist,0,66585,1572864,0.042334
609318141,gc_victim_age_dist,0,37980,1572864,0.024147
611002638,gc_victim_age_dist,0,60804,1572864,0.038658
612661115,gc_victim_age_dist,0,23302,1572864,0.014815
614317570,gc_victim_age_dist,0,33890,1572864,0.021547
615976463,gc_victim_age_dist,0,46416,1572864,0.029510
617686814,gc_victim_age_dist,0,60914,1572864,0.038728
619294816,gc_victim_age_dist,0,32688,1572864,0.020782
620918967,gc_victim_age_dist,0,25300,1572864,0.016085
622635455,gc_victim_age_dist,0,67687,1572864,0.043034
624337919,gc_victim_age_dist,0,24840,1572864,0.015793
625174005,gc_victim_age_dist,0,53406,1572864,0.033955
626081705,gc_victim_age_dist,0,73883,1572864,0.046974
627775969,gc_victim_age_dist,0,12292,1572864,0.007815
629399688,gc_victim_age_dist,0,35185,1572864,0.022370
631025598,gc_victim_age_dist,0,23537,1572864,0.014964
632811641,gc_victim_age_dist,0,26525,1572864,0.016864
634550065,gc_victim_age_dist,0,47350,1572864,0.030104
636255124,gc_victim_age_dist,0,32386,1572864,0.020590
637851500,gc_victim_age_dist,0,64990,1572864,0.041320
639444756,gc_victim_age_dist,0,45458,1572864,0.028901
641043733,gc_victim_age_dist,0,100716,1572864,0.064034
642644308,gc_victim_age_dist,0,16968,1572864,0.010788
644250200,gc_victim_age_dist,0,22415,1572864,0.014251
645882754,gc_victim_age_dist,0,34750,1572864,0.022093
647534840,gc_victim_age_dist,0,40749,1572864,0.025908
649142793,gc_victim_age_dist,0,31185,1572864,0.019827
650789888,gc_victim_age_dist,0,43165,1572864,0.027444
652433579,gc_victim_age_dist,0,85059,1572864,0.054079
654039229,gc_victim_age_dist,0,30811,1572864,0.019589
655653609,gc_victim_age_dist,0,34018,1572864,0.021628
657274674,gc_victim_age_dist,0,42598,1572864,0.027083
658885085,gc_victim_age_dist,0,37452,1572864,0.023811
660473952,gc_victim_age_dist,0,81030,1572864,0.051517
662068531,gc_victim_age_dist,0,11640,1572864,0.007401
662078721,gc_victim_age_dist,0,44804,1572864,0.028486
663655197,gc_victim_age_dist,0,23560,1572864,0.014979
665242345,gc_victim_age_dist,0,28243,1572864,0.017956
666838211,gc_victim_age_dist,0,23160,1572864,0.014725
668464069,gc_victim_age_dist,0,26423,1572864,0.016799
668699331,gc_victim_age_dist,0,39655,1572864,0.025212
670230939,gc_victim_age_dist,0,55720,1572864,0.035426
671875671,gc_victim_age_dist,0,65034,1572864,0.041348
671923506,gc_victim_age_dist,0,35450,1572864,0.022539
673479193,gc_victim_age_dist,0,29869,1572864,0.018990
675223250,gc_victim_age_dist,0,67087,1572864,0.042653
677069691,gc_victim_age_dist,0,36403,1572864,0.023144
678782761,gc_victim_age_dist,0,20760,1572864,0.013199
680400979,gc_victim_age_dist,0,17480,1572864,0.011113
682020078,gc_victim_age_dist,0,40669,1572864,0.025857
683653324,gc_victim_age_dist,0,27040,1572864,0.017192
683673927,gc_victim_age_dist,0,50049,1572864,0.031820
685258184,gc_victim_age_dist,0,24302,1572864,0.015451
686849261,gc_victim_age_dist,0,37992,1572864,0.024155
688451474,gc_victim_age_dist,0,37543,1572864,0.023869
690045448,gc_victim_age_dist,0,34592,1572864,0.021993
691719971,gc_victim_age_dist,0,42618,1572864,0.027096
693391284,gc_victim_age_dist,0,18439,1572864,0.011723
695062992,gc_victim_age_dist,0,49436,1572864,0.031431
695956550,gc_victim_age_dist,0,31235,1572864,0.019859
697113407,gc_victim_age_dist,0,25431,1572864,0.016169
698759815,gc_victim_age_dist,0,55975,1572864,0.035588
700394529,gc_victim_age_dist,0,57335,1572864,0.036453
