timestamp,type,class,valid_blocks,total_blocks,valid_ratio
440155514,gc_victim_age_dist,1,967946,1572864,0.615403
441393590,gc_victim_age_dist,0,346818,1572864,0.220501
441724973,gc_victim_age_dist,0,380564,1572864,0.241956
442083925,gc_victim_age_dist,0,264472,1572864,0.168147
442281056,gc_victim_age_dist,0,413146,1572864,0.262671
442618327,gc_victim_age_dist,0,202688,1572864,0.128866
444612136,gc_victim_age_dist,0,372884,1572864,0.237073
445709308,gc_victim_age_dist,0,339772,1572864,0.216021
447403393,gc_victim_age_dist,0,269506,1572864,0.171347
447656037,gc_victim_age_dist,0,246596,1572864,0.156782
449124824,gc_victim_age_dist,1,324411,1572864,0.206255
450894550,gc_victim_age_dist,0,213183,1572864,0.135538
451830576,gc_victim_age_dist,0,320966,1572864,0.204065
454234338,gc_victim_age_dist,0,256151,1572864,0.162856
454564353,gc_victim_age_dist,0,339728,1572864,0.215993
456792808,gc_victim_age_dist,1,251802,1572864,0.160091
458943565,gc_victim_age_dist,0,174938,1572864,0.111223
460148330,gc_victim_age_dist,0,292320,1572864,0.185852
461736081,gc_victim_age_dist,0,242920,1572864,0.154444
461957040,gc_victim_age_dist,0,356521,1572864,0.226670
462287963,gc_victim_age_dist,0,312276,1572864,0.198540
463333704,gc_victim_age_dist,0,404856,1572864,0.257401
465103778,gc_victim_age_dist,0,339220,1572864,0.215670
466234319,gc_victim_age_dist,1,427160,1572864,0.271581
467867423,gc_victim_age_dist,0,339343,1572864,0.215748
469835241,gc_victim_age_dist,0,297784,1572864,0.189326
470115493,gc_victim_age_dist,1,447432,1572864,0.284470
470503291,gc_victim_age_dist,1,346596,1572864,0.220360
472413824,gc_victim_age_dist,1,420076,1572864,0.267077
473844959,gc_victim_age_dist,0,476295,1572864,0.302820
476183039,gc_victim_age_dist,1,438304,1572864,0.278666
476556930,gc_victim_age_dist,0,163008,1572864,0.103638
476683291,gc_victim_age_dist,0,400360,1572864,0.254542
477043733,gc_victim_age_dist,0,341316,1572864,0.217003
477365052,gc_victim_age_dist,0,157130,1572864,0.099901
478260759,gc_victim_age_dist,1,216192,1572864,0.137451
480383399,gc_victim_age_dist,0,437317,1572864,0.278039
482869071,gc_victim_age_dist,0,354018,1572864,0.225079
483203830,gc_victim_age_dist,1,476240,1572864,0.302785
484898012,gc_victim_age_dist,1,331102,1572864,0.210509
487521220,gc_victim_age_dist,1,177068,1572864,0.112577
488260117,gc_victim_age_dist,0,509878,1572864,0.324172
489140376,gc_victim_age_dist,0,109052,1572864,0.069333
489941098,gc_victim_age_dist,0,520749,1572864,0.331083
491287465,gc_victim_age_dist,0,123536,1572864,0.078542
492562235,gc_victim_age_dist,0,435608,1572864,0.276952
494165231,gc_victim_age_dist,0,529259,1572864,0.336494
495025206,gc_victim_age_dist,0,499288,1572864,0.317439
495912136,gc_victim_age_dist,0,344436,1572864,0.218987
497669841,gc_victim_age_dist,1,122728,1572864,0.078028
499451958,gc_victim_age_dist,1,261968,1572864,0.166555
501268159,gc_victim_age_dist,0,335403,1572864,0.213243
501571650,gc_victim_age_dist,0,155419,1572864,0.098813
502202556,gc_victim_age_dist,0,164024,1572864,0.104284
502335926,gc_victim_age_dist,0,552149,1572864,0.351047
504786257,gc_victim_age_dist,0,353724,1572864,0.224892
505118160,gc_victim_age_dist,0,245642,1572864,0.156175
507554743,gc_victim_age_dist,1,201604,1572864,0.128176
508744851,gc_victim_age_dist,0,362704,1572864,0.230601
510190732,gc_victim_age_dist,0,195542,1572864,0.124322
512266695,gc_victim_age_dist,0,245968,1572864,0.156382
512830559,gc_victim_age_dist,0,197406,1572864,0.125507
