timestamp,type,class,valid_blocks,total_blocks,valid_ratio
439591248,gc_victim_age_dist,1,861894,1572864,0.547977
440667575,gc_victim_age_dist,0,16267,1572864,0.010342
440681829,gc_victim_age_dist,0,11135,1572864,0.007079
441193930,gc_victim_age_dist,0,18021,1572864,0.011457
442829579,gc_victim_age_dist,0,24137,1572864,0.015346
442848882,gc_victim_age_dist,0,18446,1572864,0.011728
444435674,gc_victim_age_dist,0,23872,1572864,0.015177
446060109,gc_victim_age_dist,0,17340,1572864,0.011024
447851384,gc_victim_age_dist,0,7620,1572864,0.004845
449510814,gc_victim_age_dist,0,10460,1572864,0.006650
451107618,gc_victim_age_dist,0,16120,1572864,0.010249
452685752,gc_victim_age_dist,0,23942,1572864,0.015222
454266321,gc_victim_age_dist,0,18540,1572864,0.011787
455847402,gc_victim_age_dist,0,24770,1572864,0.015748
457433218,gc_victim_age_dist,0,20915,1572864,0.013297
459030977,gc_victim_age_dist,0,26662,1572864,0.016951
460643540,gc_victim_age_dist,0,12446,1572864,0.007913
462261923,gc_victim_age_dist,0,18273,1572864,0.011618
463870739,gc_victim_age_dist,0,12997,1572864,0.008263
465480853,gc_victim_age_dist,0,13220,1572864,0.008405
467099809,gc_victim_age_dist,0,17312,1572864,0.011007
467153617,gc_victim_age_dist,0,17312,1572864,0.011007
468922805,gc_victim_age_dist,0,24775,1572864,0.015752
470607338,gc_victim_age_dist,0,11310,1572864,0.007191
472245767,gc_victim_age_dist,0,29156,1572864,0.018537
473838423,gc_victim_age_dist,0,23930,1572864,0.015214
475422693,gc_victim_age_dist,0,16110,1572864,0.010242
477021043,gc_victim_age_dist,0,22500,1572864,0.014305
478621256,gc_victim_age_dist,0,10884,1572864,0.006920
480210144,gc_victim_age_dist,0,29175,1572864,0.018549
481853249,gc_victim_age_dist,0,28165,1572864,0.017907
483475998,gc_victim_age_dist,0,16486,1572864,0.010482
485096710,gc_victim_age_dist,0,29980,1572864,0.019061
486871297,gc_victim_age_dist,0,16470,1572864,0.010471
488585988,gc_victim_age_dist,0,31690,1572864,0.020148
490242924,gc_victim_age_dist,0,22890,1572864,0.014553
491956040,gc_victim_age_dist,0,14960,1572864,0.009511
493691952,gc_victim_age_dist,0,18412,1572864,0.011706
495341784,gc_victim_age_dist,0,33788,1572864,0.021482
496956252,gc_victim_age_dist,0,12430,1572864,0.007903
497984305,gc_victim_age_dist,0,24114,1572864,0.015331
