timestamp,type,class,valid_blocks,total_blocks,valid_ratio
440155846,evict_victim_age_dist,1,967942,1572864,0.615401
441591676,evict_victim_age_dist,0,202700,1572864,0.128873
442048682,evict_victim_age_dist,1,1311374,1572864,0.833749
444612113,evict_victim_age_dist,1,1106901,1572864,0.703749
445709286,evict_victim_age_dist,1,1251441,1572864,0.795645
447403357,evict_victim_age_dist,1,1182343,1572864,0.751713
449124789,evict_victim_age_dist,1,1121772,1572864,0.713203
450894595,evict_victim_age_dist,0,174992,1572864,0.111257
451830516,evict_victim_age_dist,1,921869,1572864,0.586109
454234170,gc_victim_age_dist,1,612590,1572864,0.389474
454933462,gc_victim_age_dist,0,176781,1572864,0.112394
455059932,gc_victim_age_dist,1,346740,1572864,0.220451
455327746,gc_victim_age_dist,0,421236,1572864,0.267815
455701850,gc_victim_age_dist,0,245404,1572864,0.156024
456792911,gc_victim_age_dist,0,159350,1572864,0.101312
458943291,gc_victim_age_dist,0,212952,1572864,0.135391
460148628,gc_victim_age_dist,0,335742,1572864,0.213459
461735797,gc_victim_age_dist,0,242838,1572864,0.154392
461956258,gc_victim_age_dist,0,263688,1572864,0.167648
463333790,gc_victim_age_dist,0,344668,1572864,0.219134
465107316,gc_victim_age_dist,0,355010,1572864,0.225709
466226177,gc_victim_age_dist,0,363888,1572864,0.231354
468461192,gc_victim_age_dist,0,339212,1572864,0.215665
468767360,gc_victim_age_dist,0,312264,1572864,0.198532
469670155,gc_victim_age_dist,0,341328,1572864,0.217010
470545354,gc_victim_age_dist,0,385705,1572864,0.245225
472424123,gc_victim_age_dist,0,127044,1572864,0.080772
474175409,gc_victim_age_dist,0,354110,1572864,0.225137
474502724,gc_victim_age_dist,0,248164,1572864,0.157778
476246688,gc_victim_age_dist,0,117764,1572864,0.074872
477226577,gc_victim_age_dist,1,305535,1572864,0.194254
478832422,gc_victim_age_dist,0,247864,1572864,0.157588
481188167,gc_victim_age_dist,1,331096,1572864,0.210505
481861573,gc_victim_age_dist,0,401200,1572864,0.255076
484020760,gc_victim_age_dist,1,310380,1572864,0.197334
484275336,gc_victim_age_dist,0,164152,1572864,0.104365
485613515,gc_victim_age_dist,0,195826,1572864,0.124503
486622941,gc_victim_age_dist,1,216495,1572864,0.137644
488911412,gc_victim_age_dist,0,159825,1572864,0.101614
490659667,gc_victim_age_dist,0,202530,1572864,0.128765
