timestamp,type,class,valid_blocks,total_blocks,valid_ratio
440155669,gc_victim_age_dist,1,967868,1572864,0.615354
441342695,gc_victim_age_dist,0,246708,1572864,0.156853
441541433,gc_victim_age_dist,0,264496,1572864,0.168162
441783716,gc_victim_age_dist,0,364584,1572864,0.231796
442129117,gc_victim_age_dist,0,320980,1572864,0.204074
444612130,gc_victim_age_dist,0,213656,1572864,0.135839
445709250,gc_victim_age_dist,0,344876,1572864,0.219266
446024565,gc_victim_age_dist,0,159356,1572864,0.101316
446136778,gc_victim_age_dist,0,339364,1572864,0.215762
447403402,gc_victim_age_dist,0,355276,1572864,0.225878
449124831,gc_victim_age_dist,0,336036,1572864,0.213646
450894556,gc_victim_age_dist,1,346844,1572864,0.220517
451830577,gc_victim_age_dist,0,178480,1572864,0.113475
454234457,gc_victim_age_dist,0,312276,1572864,0.198540
454533162,gc_victim_age_dist,0,292389,1572864,0.185896
454810524,gc_victim_age_dist,0,385938,1572864,0.245373
456792818,gc_victim_age_dist,0,429616,1572864,0.273142
458943565,gc_victim_age_dist,0,354119,1572864,0.225143
459276590,gc_victim_age_dist,0,421240,1572864,0.267817
460149051,gc_victim_age_dist,0,402056,1572864,0.255620
461705021,gc_victim_age_dist,0,242628,1572864,0.154259
463343982,gc_victim_age_dist,0,380548,1572864,0.241946
463691931,gc_victim_age_dist,0,248936,1572864,0.158269
465092590,gc_victim_age_dist,0,254700,1572864,0.161934
466246219,gc_victim_age_dist,0,127184,1572864,0.080861
467852832,gc_victim_age_dist,1,324410,1572864,0.206254
469862015,gc_victim_age_dist,0,341324,1572864,0.217008
470325232,gc_victim_age_dist,0,119428,1572864,0.075930
472381711,gc_victim_age_dist,0,195854,1572864,0.124521
474696454,gc_victim_age_dist,0,164208,1572864,0.104401
475075869,gc_victim_age_dist,0,159723,1572864,0.101549
475201153,gc_victim_age_dist,0,202855,1572864,0.128972
476716059,gc_victim_age_dist,0,184266,1572864,0.117153
479298914,gc_victim_age_dist,1,216192,1572864,0.137451
480665189,gc_victim_age_dist,1,331249,1572864,0.210602
481790339,gc_victim_age_dist,1,477952,1572864,0.303874
483487457,gc_victim_age_dist,1,310380,1572864,0.197334
485406716,gc_victim_age_dist,0,273198,1572864,0.173695
486518551,gc_victim_age_dist,1,225748,1572864,0.143527
488036335,gc_victim_age_dist,0,150336,1572864,0.095581
488145184,gc_victim_age_dist,0,222943,1572864,0.141743
489443444,gc_victim_age_dist,1,430829,1572864,0.273914
489803624,gc_victim_age_dist,0,374658,1572864,0.238201
491803706,gc_victim_age_dist,0,336438,1572864,0.213902
493396875,gc_victim_age_dist,1,490913,1572864,0.312114
495023579,gc_victim_age_dist,0,242431,1572864,0.154133
496641635,gc_victim_age_dist,1,390446,1572864,0.248239
496965404,gc_victim_age_dist,1,310412,1572864,0.197355
497877251,gc_victim_age_dist,0,429910,1572864,0.273329
499275452,gc_victim_age_dist,0,400182,1572864,0.254429
501467855,gc_victim_age_dist,0,480762,1572864,0.305660
502126714,gc_victim_age_dist,0,475700,1572864,0.302442
503901469,gc_victim_age_dist,1,483715,1572864,0.307538
504478849,gc_victim_age_dist,0,145172,1572864,0.092298
504585267,gc_victim_age_dist,0,390512,1572864,0.248281
506026347,gc_victim_age_dist,0,391208,1572864,0.248723
506380604,gc_victim_age_dist,0,331246,1572864,0.210601
506675928,gc_victim_age_dist,0,208562,1572864,0.132600
507786894,gc_victim_age_dist,0,249718,1572864,0.158766
508493724,gc_victim_age_dist,1,537242,1572864,0.341569
510455391,gc_victim_age_dist,0,422088,1572864,0.268356
512007660,gc_victim_age_dist,0,219627,1572864,0.139635
513115735,gc_victim_age_dist,1,234576,1572864,0.149139
514925599,gc_victim_age_dist,1,587703,1572864,0.373652
515656351,gc_victim_age_dist,0,574086,1572864,0.364994
516959694,gc_victim_age_dist,0,176822,1572864,0.112420
517633323,gc_victim_age_dist,0,446248,1572864,0.283717
519756337,gc_victim_age_dist,0,31080,1572864,0.019760
520645405,gc_victim_age_dist,0,587908,1572864,0.373782
521458031,gc_victim_age_dist,1,450088,1572864,0.286158
522398888,gc_victim_age_dist,0,661676,1572864,0.420682
