timestamp,type,class,valid_blocks,total_blocks,valid_ratio
440130855,evict_victim_age_dist,1,1388360,1572864,0.882696
441571459,evict_victim_age_dist,0,1008560,1572864,0.641225
442621353,evict_victim_age_dist,1,558425,1572864,0.355037
445022704,evict_victim_age_dist,1,319823,1572864,0.203338
445360890,evict_victim_age_dist,1,710656,1572864,0.451823
447612753,evict_victim_age_dist,1,533896,1572864,0.339442
449788706,evict_victim_age_dist,1,819335,1572864,0.520919
450548448,evict_victim_age_dist,1,217385,1572864,0.138210
452738305,evict_victim_age_dist,1,861776,1572864,0.547902
453578364,gc_victim_age_dist,1,527088,1572864,0.335114
454154636,gc_victim_age_dist,1,795488,1572864,0.505758
455073452,gc_victim_age_dist,0,850848,1572864,0.540955
456063915,gc_victim_age_dist,0,342229,1572864,0.217583
456329324,gc_victim_age_dist,0,574760,1572864,0.365423
457418480,gc_victim_age_dist,1,161032,1572864,0.102381
458213265,gc_victim_age_dist,1,343624,1572864,0.218470
460319997,gc_victim_age_dist,0,156432,1572864,0.099457
460474566,gc_victim_age_dist,0,264728,1572864,0.168310
461807719,gc_victim_age_dist,0,260520,1572864,0.165634
463115339,gc_victim_age_dist,0,204616,1572864,0.130091
464990275,gc_victim_age_dist,1,307720,1572864,0.195643
467051757,gc_victim_age_dist,1,326984,1572864,0.207891
467322851,gc_victim_age_dist,1,424848,1572864,0.270111
467690190,gc_victim_age_dist,0,427352,1572864,0.271703
469747961,gc_victim_age_dist,1,481888,1572864,0.306376
471575345,gc_victim_age_dist,0,416024,1572864,0.264501
471960455,gc_victim_age_dist,1,255536,1572864,0.162465
472144548,gc_victim_age_dist,0,385088,1572864,0.244832
472442103,gc_victim_age_dist,1,580168,1572864,0.368861
474615240,gc_victim_age_dist,0,274400,1572864,0.174459
475117908,gc_victim_age_dist,0,342168,1572864,0.217545
476690812,gc_victim_age_dist,1,322552,1572864,0.205073
478966594,evict_victim_age_dist,1,725408,1572864,0.461202
480772581,evict_victim_age_dist,1,921416,1572864,0.585821
482345949,evict_victim_age_dist,1,624400,1572864,0.396983
484202318,evict_victim_age_dist,1,504464,1572864,0.320730
485825033,evict_victim_age_dist,1,587576,1572864,0.373571
486429912,evict_victim_age_dist,1,740912,1572864,0.471059
488034681,evict_victim_age_dist,1,119448,1572864,0.075943
490136874,evict_victim_age_dist,1,391264,1572864,0.248759
492155805,gc_victim_age_dist,1,131496,1572864,0.083603
492325357,gc_victim_age_dist,0,493864,1572864,0.313990
492918143,gc_victim_age_dist,0,471176,1572864,0.299566
494538841,gc_victim_age_dist,0,468728,1572864,0.298009
496284973,gc_victim_age_dist,0,525264,1572864,0.333954
497144825,gc_victim_age_dist,1,501016,1572864,0.318537
497706976,gc_victim_age_dist,0,319856,1572864,0.203359
500085404,gc_victim_age_dist,0,582912,1572864,0.370605
500754965,gc_victim_age_dist,1,549251,1572864,0.349204
503041860,gc_victim_age_dist,0,587336,1572864,0.373418
503757941,gc_victim_age_dist,0,475792,1572864,0.302500
504256581,gc_victim_age_dist,0,452003,1572864,0.287376
504633769,gc_victim_age_dist,0,611472,1572864,0.388763
505842846,gc_victim_age_dist,1,636969,1572864,0.404974
